Unnamed: 0,Situation,emotion,empathetic_dialogues,labels,Unnamed: 5,Unnamed: 6
58147,I went to a new restaurant and was pleasantly surprised by the food. It was better than I expected. . ,content,"Customer :I just tried a new restaurant that everyone has been talking about? 
Agent :",Did you? Was it good?,,
53794,I made a big pot of Vegetable soup. After eating a big bowl I was completely satisfied and just wanted to nap in my chair.,content,"Customer :I made a big pot of Vegetable soup. After eating a big bowl I was completely satisfied and just wanted to nap in my chair.
Agent :",I love vegetable soup. So were you able to enjoy your nap ?,,
40234,The sun is shining and I have the day to myself.,content,"Customer :Must be nice, planning anything exciting?
Agent :",No - I think I'll go a walk and come home to watch the soccer,,
42003,I frequently curl up with a good book to relax. It can be so peaceful.,content,"Customer :Yes! It can be so peaceful!
Agent :",It can! The quiet can be so calming,,
60804,"I am satisfied this week, I have delivered a good project on time. ",content,"Customer :Thats great! For school or work?
Agent :",It is for work. I work in IT.,,
31564,I was tired when I got home from work yesterday so I just sat on the couch for the rest of the evening and watched tv.,content,"Customer :I was pretty happy to just watch tv and relax
Agent :","Oh, I know how that feels. I've done that myself nearly every night.",,
59283,I was supporting Real Madrid in UEFA cup 2017. And I was very much pleased when we won the cup,content,"Customer :We won indeed! I was very much pleased when I heard the news.
Agent :",That is good to hear! Do you think they can do it again next year?,,
31913,I ended up with a dog that was originally adopted by a friend. She was so affectionate I felt alright with the world when loving her.,content,"Customer :Dogs are the best
Agent :",My friend rescued from a shelter but had to giver her up. I offered to take her and I'm so glad I did.,,
31186,"My fiance took a new job about a year ago, and he would eventually get his own work vehicle after the 6 months of training. After that long time of him having the car all day I am happy that his training is over and he gets his work truck and I get the car back!",content,"Customer :Yes I do! Then on the other hand I don't have an excuse when I really dont want to get up and do something too. Double edge sword I guess
Agent :","That's funny - true.  Hopefully the good part outweighs that, though.  ",,
54026,I just finished my last exam and am very relieved to be finished!,content,"Customer :I just finished my last exam and am very relieved to be finished!
Agent :",Congrats! That is always a great feeling.,,
28712,I am so happy. I finally got used to the single life and it is awesome,content,"Customer :I have finnaly gotten used to being single
Agent :",Thats good! Relationships aren't for everyone all the time. You have to love yourself before you can love someone else right?,,
22720,I am lucky to have a decent paying job,content,"Customer :I work for an online retail company.  I don't make a lot of money but I am not struggling anymore
Agent :",That's great.  I am glad you're doing well.,,
13307,Feeling lucky to not have plans,content,"Customer :Feeling lucky to not have plans
Agent :",I like not having plans too. I enjoy just relaxing sometimes.,,
36711,"I am feeling this way in my life now, I am so happy",content,"Customer :That's great to hear!
Agent :",Thank you! I have the best family!,,
8633,I couldn't believe it when a rock bounced off the car in front of me and cracked my windshield. I am so frustrated at the moment.,devastated,"Customer :I couldn't believe it when a rock bounced off the car in front of me and cracked my windshield. I am so frustrated at the moment.
Agent :","That is horrible luck!  At least you weren't hurt.  Some insurance companies cover that as well, so you should check.",,
18580,i was crushed when i wasnt able to leave work the other day,devastated,"Customer :Aww, what happened? You missed something emergency?
Agent :",nah i had tickets to a game i wanted to go to,,
49555,I met this girl on Tinder and we really hit it off. Turns out she was crazy and led me on for a while and that made me upset.,devastated,"Customer :She made me think that things would work out but they didn't at all!
Agent :","That is too bad, don't give up hope thou.",,
53523,I was broken when i heard a bad news from my office,devastated,"Customer :Some of my collegues wete sacked by the management
Agent :","Oh, I'm sorry to hear that! That must have been upsetting.",,
17245,"My laptop broke, and I lost all the information on it.",devastated,"Customer :No way at all. I've got to start from scratch.
Agent :","I am sorry, that sounds terrible",,
53456,"A bad storm with a tornado almost went through my town, I was so scared",devastated,"Customer :No, I live in an apartment
Agent :","Oh, I would be scared too. apartments seem safe unless the roof gets ripped of of coarse.",,
62940,I was just informed my grandma has cancer.,devastated,"Customer :Wow I am so sorry to hear that, my grandmother passed from cancer about 10 years ago
Agent :",Yeah it is just hard now,,
62230,I lost my cat last week. I am so sad.,devastated,"Customer :I lost my cat last week. I am so sad.
Agent :",How that happened?,,
48183,"Last week, my wife told me that she had a lover. I felt totally destroyed.",devastated,"Customer :Wow. thats crazy. Im sorry
Agent :",I left the home. I am currently at the hotel. She want me to come back,,
48182,"Last week, my wife told me that she had a lover. I felt totally destroyed.",devastated,"Customer :Last week, my wife told me that she had a lover. I felt totally destroyed.
Agent :","Last week, my wife told me that she had a lover. I felt totally destroyed.",,
64328,The hurricane violently ripped through my neighborhood. ,devastated,"Customer :Oh god! Is everyone you care about OK?
Agent :","Yes, I am thankful for that. But devastated that my house and property have been swept away overnight. ",,
59595,The first time I took the SAT my score was so much lower than I thought that I paid for a class after a week of depression.,devastated,"Customer :I bombed so bad on my first attempt at the SAT that i didn't talk for a week and paid 150 bucks for a prep course
Agent :",Wow im sorry to hear that,,
52025,"When my car would not start the other morning, it was pretty sad",devastated,"Customer :When my car would not start the other morning, it was pretty sad
Agent :",I would be sad about that! I'm so sorry,,
51827,"I was heartbroken when my grandmother passed away, it still hurts me a lot",devastated,"Customer :I understand. I had the same feeling. When did she passed away?
Agent :","in 2011, so a few years ago now",,
