doc_id,prompt,response,emotion_raw,emotion_label
500,"Today I was at a store and thought I saw my friend at the checkout, so I was yelling her name over and over and trying to get over to her.  It turned out not to be her and everyone was staring.  ha ha.  My face was so red.","today i was at a store and thought i saw my friend at the checkout, so i was yelling her name over and over and trying to get over to her. it turned out not to be her and everyone was staring. ha ha. my face was so red.",embarrassed,anxiety
501,I took a tumble in a public place in front of people.,i was walking down our downtown club area one night a friend bumped into me and i tripped over a little fence.,embarrassed,anxiety
502,"One time, I was in the elevator with a couple people inside and I accidentally let out a fart. I could not wait to get out of there!","i know it that is a common scenario, but i could not stop thinking about that for the rest of the day!",embarrassed,anxiety
503,Can't really remember the last time I was humiliated...I've got pretty thick skin,i used to be super self-conscious and afraid to say anything stupid when i was younger...i would get humiliated at the dumbest things but these days i have got pretty thick skin,embarrassed,anxiety
504,"In fifth grade, I was singing a solo in a school play and forgot the words.","when i was in elementary school, i forgot the words to my solo in a school play.",embarrassed,anxiety
505,I once put our fishbowl in the window so that she could get some sun while we were gone all day.,it froze to death in the window. i felt bad.,embarrassed,anxiety
506,I used the mens bathroom once because the women was crowded and left my purse inside. They called my name over the intercom system.,"well, it was fortunate that you got it back ok.",embarrassed,anxiety
507,"I once was at a high school football game and I was walking on the bleachers. As I walked, I tripped on the string of my backpack and fell. Everyone sitting above saw me fall and started laughing at me.",more than a couple of times.,embarrassed,anxiety
508,I woke up late and was running late for work. I didn't have time to put my contacts in. I had to wear my broken glasses.,i was running late for work because i woke up late.,embarrassed,anxiety
509,I spilled my whole cup of coffee on myself at work yesterday,i spilled my whole cup of coffee on myself at work yesterday,embarrassed,anxiety
510,when i spilled coffee all over myself in the parking lot ,yes i did but i looked like a mess! ugh,embarrassed,anxiety
511,I did a Mud Run last week and had so much fun except when my shorts got so thick with mud that we were crawling through that they fell down and I couldn't keep them up. Red face for me.,i did a mud run last week and had so much fun except when my shorts got so thick with mud that we were crawling through that they fell down and i could not keep them up. red face for me.,embarrassed,anxiety
512,"I'm so embarrassed, I had to ditch my date to use the bathroom.  I told her I was sick!","it was going great for a first date, but my bowels got the best of me!",embarrassed,anxiety
513,a girl i like at school told me today she doesn't like me in front of everyone,oh no! that must have been really embarrassing! how did you respond?,embarrassed,anxiety
514,The other day i was in my car with the windows down singing.  didn't know anyone else was around.,the other day i was in my car with the windows down singing. i did not know anyone else was around.,embarrassed,anxiety
515,"I once blurted out an answer in class, only to find I was completely wrong.",i blurted out an answer in class once only to be dead wrong.,embarrassed,anxiety
516,I was embarrassed on my first date. ,oh sorry to hear that. how come?,embarrassed,anxiety
517,"At dinner with my friends, I choked on water and coughed it up all over the food.",that is ok! i just felt so bad for my friends.,embarrassed,anxiety
518,I will be going on my first cruise in Feburary.,i am going on my first cruise with my family.,excited,joy
519,One of my favorite actors is doing a singing gig locally and I am going to get to go see him. I can hardly wait.,that is great! what actor is it?,excited,joy
520,I am going to visit my best friend next month. I haven't seen her in 4 years.,i am going to visit my best friend next month.,excited,joy
521,I am excited tomorrow is my birthday,thanks. i cannot wait for tomorrow for the party and the presents,excited,joy
522,I was pretty happy this morning. I got to workout again,"i have been slacking but thats only because i moved, i have to start back up",excited,joy
523,I am going on a vacation soon and can not wait.,i cannot wait. im going to europe here soon!,excited,joy
524,My 30th birthday is soon!,"oh awesome! that is crazy, because my th birthday is next week, lol. what makes you excited? because i am dreading mine.",excited,joy
525,I'm always stoked for money making opportunities ,i know right? i love the side hustle!,excited,joy
