emotion,user_message,assistant_reply,bad_reply,self_focused,empathetic
disappointed,I am so piss-of at Trump right now,"Oh wow, what aspect of his presidency is bothering you?",False,False,True
disappointed,The whole collusion with Russia and the fact that he keeps underminding the FBI,I can understand why that upsets you. Are you a Hillary Clinton supporter?,False,False,True
confident,I just had a huge test in my Law class today. I won't know how I did until next week.,Did you study hard for it?,False,False,True
confident,I did and I am pretty sure that I aced it!,That's awesome! Are you going to celebrate now or wait until the grades come in?,False,False,True
faithful,I knew I was going to get into a school that I wanted. I just worked hard for it to happen,That's awesome! Congratulations! Are you in college?,False,False,True
faithful,"No it was awhile back, but its a good memory",That is a wonderful memory. What school did you attend?,False,False,True
anticipating,I can't wait till next week. School starts on Monday.,That's great! Are you in school or teaching?,False,False,True
confident,I am waiting to hear back on how well I did on my college entrance exams.,Oh wow! I am sure that you did great! Did you just finish high school?,False,False,True
sad,I was sad when I had to give away my dog. The place I was going to did not allow animals,It's hard to make this decision ... I'm sorry ... What's your pet's name?,False,False,True
nostalgic,I miss my grand parents so much.,Why don't you see them anymore?,False,False,True
proud,so many years of budgeting i even had to sell one of my computers once.,but it's over now :) what kind of car?,False,False,True
embarrassed,very. I guess she is a twin I never knew,Did the woman say anything to you?,False,False,True
guilty,I feel kinda bad. I took something that didn't belong to me,Oh no what did you take?,False,False,True
guilty,I took 20 bucks out of my boyfriends wallet. LOL.,Did you tell him about it at least?,False,False,True
surprised,I got a wonderful surprise the other day.,I love surprises. What was it?,False,False,True
surprised,My husband picked out a few different shirts and told me to pick one of them and be ready by noon. He took me on the most wonderful date.,Nice! Where did he take you?,False,False,True
guilty,"In order try to get a friend to break up with her jerk boyfriend, I sent him fake texts that looked like they were from another woman.",Oh wow! Did it work?,False,False,True
guilty,"No, and it made her feel horrible because she thought that she wasn't enough for him. In the end, it wasn't worth it.",I bet you felt really bad. Did you end up telling her the truth?,False,False,True
angry,So i found out my dad was cheating on my mom for 3 years.,"Oh no, I am so sorry to hear that. Does your mom know?",False,False,True
anxious,I was nervous when I had to go to jury duty. I just did not want to go,I can understand your apprehension. Have you ever served on jury duty before?,False,False,True
proud,My daughter is the best.I am so proud of her.,What did she accomplish?,False,False,True
jealous,"One time I got picked over for a job, it was a real bummer.",were you qualified ?,False,False,True
jealous,its all apart of life sometimes,Too true. Have you ever been in a similar situation?,False,False,True
surprised,my sister won a small loterry and she gifted me 500 bucks,That was really lucky! And also very nice of your sister. What'd you do with the case?,False,False,True
surprised,i just used it to trim some trees in my backyard that was long overdue,That's really great. Are the trees really tall where you live?,False,False,True
sad,So i was told yesterday while i've been away my pet turtle had died. :(,That's terrible! Did he at least live a good life?,False,False,True
jealous,It's not. I'm just tired of feeling like everyone looks so much cooler than me.,Why does being cool matter though? Wouldn't you rather just be yourself?,False,False,True
annoyed,So when i went to New York for business i had this kid behind me on the plane.,Oh yeah.. what happened?,False,False,True
afraid,I live in the southeast.,do you have an emergency shelter in your basement ?,False,False,True
anticipating,My daughter is going to be a senior in high school this year. I am so excited for her.,That's fantastic! Senior year can be such a fun experience! I hope that she enjoys it. Is she going to take a senior trip?,False,False,True
anticipating,I don't know if her class will take one. We are going on a cruise for the first time during Spring Break with my whole family. I can't wait to see what the future holds for her.,That sounds exciting! I went on my first cruise in March,False,False,True
angry,So i am really mad right now. Brother took my car without asking and i have to go to work.,That would really upset me! How are you going to get to work?,False,False,True
angry,I dunno all my friends are busy and no one is even answering the phone at work.,Can you take an uber?,False,False,True
jealous,I am jealous of my friend who got better grades then me even if it was me help him study.,That is tough. Does he help you study too??,False,False,True
jealous,No at all. I am the one helping him.,Then why do you think he gets better grades?,False,False,True
lonely,I get so bored sometimes. Last night I was mega bored... just me and my dog.,Did you try watching movies or playing video games?,False,False,True
